source,page,year_of_occurrence,village_in_source,village,latitude,longitude,spontaneous/ formullaic,mari,translation_Russian,translation_German,translation_Latin,mari_marker,copula / retrospective marker,use,modal / non-modal,complement,semantics,modality type (vAP),modality type (descriptive categories),negation,question (true question),overt subject (who needs/ has to/ can),case of overt subject (who needs/ has to/ can),animacy,counted in corpus,counted in subcorpus,(im)personality
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"amasam , štobə̑ ə̑ražə̑m kogoemdə̈mə̈lä , vara vele mükšvläm lə̑ktaš lieš .","Дверь, чтобы увеличить отверстие, потом только можно достать пчел.",NA,NA,mə̑la,,predicate,non-modal,V,goal,NA,NA,0,no,no,no,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a ə̑ražə̑m kapajə̑mə̑ godə̑m soitok šumə̑mla , ə̈rzə̈mə̈lä .","А когда проделываешь дырку, всё равно шумишь, трясешь [дерево].",NA,NA,mə̑la,,predicate,modal,V,possibility,external,potential,0,no,no,no,hum,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a ə̑ražə̑m kapajə̑mə̑ godə̑m soitok šumə̑mla, ə̈rzə̈mə̈lä .","А когда проделываешь дырку, всё равно шумишь, трясешь [дерево].",NA,NA,mə̑la,,predicate,modal,V,possibility,external,potential,0,no,no,no,hum,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vara mükšvlä və̈sen läkmə̈kə̈štə̈ , kornə̑m kə̑ce pə̑rə̑mə̑la mə̈ngeš anžalə̑t .","Потом, когда пчёлы вылетают, потом обратную дорогу найдут.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no (indir),no,no,animal,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"nu , kornə̑m anžalə̑t , kə̑ce pə̑rə̑mə̑la mə̈ngeš.","Ну, на дорогу посмотрят, как войти обратно.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no (indir),no,no,animal,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a jesl'i čə̈də̈, aga , šüdə̈ və̈clə̈ vele t'uket tə̈n'ə̈n , aga , o , šošə̑m keleš ə̈nde kə̑štə̑ momə̑la , t'ukvlä kelə̈t, vot .","А если мало, ага, только 150 тюков у тебя, весной требуется, теперь где найти, тюки нужны, вот.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a jesl'i čə̈də̈, aga , šüdə̈ və̈clə̈ vele t'uket tə̈n'ə̈n , aga , o , šošə̑m keleš ə̈nde kə̑štə̑ momə̑la , t'ukvlä kelə̈t, vot .","А если мало, ага, только 150 тюков у тебя, весной требуется, теперь где найти, тюки нужны, вот.",NA,NA,keläš,,predicate,non-modal,N,necessity,,,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,mam ə̈štə̈mə̈lä ?,Что делать?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,больше tämdäm klubə̑štə̑ l'ävə̈rän vorotn'ikän və̑rgemə̈m užmə̑la ə̈nžə̈ li manə̑t.," больше вас в клубе, одежду
с грязным воротником чтобы не видно было, - говорят.",NA,NA,mə̑la,,ə̈nžə̈ li + mə̑la,non-modal,V,possibility,,,0,no,no,no,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,vara šut'ə̑mə̑la rušə̑n don marə̑nvlä vaštaltə̑laš tə̈ngälə̈nnä vuj čiäšə̈m .,Затем в шутку русские с марийцами стали меняться головными уборами.,NA,NA,mə̑la,,predicate,non-modal,V,goal,NA,NA,0,no,no,no,anim,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ə̈nde mam ə̈štə̈mə̈lä manə̑t , tumajat , tumajat , ergə̈žə̈län , "" davaj "" - maneš .","Говорят, что же делать, думают, думают, и сыну говорит: «Давай».",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,""" mam ə̈štə̈mə̈lä ?","""Что делать?",NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,mam ečežə̈ šajə̑št mə̑štə̑mə̑la,Что еще можно сказать.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ikə̈žä iktə̈m , ikə̈žä iktə̈m peregalə̈n , kušt ... kuštə̑lgə̑nok ə̈lə̈mə̈lä.","Друг друга оберегая, можно легко прожить.",NA,NA,mə̑la,,predicate,modal,V,possibility,external,potential,0,no,no,no,hum,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tak , eče mam šajə̑štmə̑la ?","Так, что еще рассказать?",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,mam ə̈štə̈mə̈lä ?,Что делать?,NA,NA,mə̑la,,predicate,modal,V,necessity,external,question to self,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"jesl'i juk ulə̑ , značit , iktäžə̈ lišäšlə̑k ","Если голос подали, значит, кто-нибудь есть"".",NA,NA,šašlə̑k,,predicate,modal,V,necessity,epistemic,epistemic,0,no,yes,nom,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,eče ciläm kə̈čäläš värešteš ,Ещё всех придётся искать.,NA,NA,väreštäš,,predicate,modal,V,necessity,deontic,game rules,0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑namžə̑ ik kə̑m gänä tama kə̈čäläš värešteš edemvläm, poka ciläm mon at šoktə̑ , potomu što kə̑də̑žə̑ piš kogon , kə̑ce manšaš , šustrə̑j agə̑l , prostə̑ iziš g'erojrakvlä, taškal kodat xangam .","Иногда приходится раза по три искать людей, пока всех не найдешь, потому что некоторые очень, как сказать, нешустрые, просто те, кто немного половчее, успевают наступить на доску.",NA,NA,väreštäš,,predicate,modal,V,necessity,deontic,game rules,0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,i vara ves pačaš pogaš värešteš,И потом снова приходится собирать (палочки).,NA,NA,väreštäš,,predicate,modal,V,necessity,deontic,game rules,0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,kečə̈ gač počt'i lə̑mə̑m koaš väreštə̈n .,Почти через день приходилось чистить снег.,NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,koaš väreštə̈n šukə̑ lə̑m tene .,Чистить пришлось много снега в этом году.,NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"""ə̈nde ma , - manam , - šə̈ken kemə̈lä kožvažvuj gə̈cə̈n kuzn'ecovə̑škə̑ , tokə̑na jakte , - manam , - solana jakte šə̈käš värešteš "", - manə̑nam.","""Теперь что, – говорю, - Толкать нужно из Михаткино в Кузнецово, до дома, - говорю, - до нашей деревни придётся толкать"", - сказал я.",NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,akkord'eon don tožə̑ tə̑men'äš väreštə̈n.,Пришлось учиться тоже играть на аккордеоне.,NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"uže kid don nälə̈t vot , körgə̈m värešteš kid don lə̑ktaš tə̈šecə̈n .","Уже руками берут вот, приходится доставать оттуда внутренности руками.",NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ti tə̑men'mə̈ , ti rovotajə̑mə̑ loštə̑ šukə̑ t'et'ä don väšliältäš väreštə̈n .","За годы учебы, за годы работы пришлось встретиться с многими детьми.",NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"jesl'i t'et'ä ak tol ə̑škal orolaš gə̈n' , то пришлось poktə̑laš keäš, uke gə̈n' , daže škə̈länät kə̈täš väreštə̈n.","Если ребёнок не приходил пасти коров, то пришлось идти заставлять, если нет, то даже самому приходилось пасти.",NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"Приходится всё равно ... rovotajaš värešteš , rovotajə̑de solaštə̑ ə̈läš ak li .","Приходится всё равно работать, не работая, в селе жить нельзя.",NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"""kesə̈ don tägäm šə̈škə̈läš värešteš"", -maneš.","""Козу да барана зарезать придётся"", - говорит.",NA,NA,väreštäš,,predicate,modal,V,necessity,external,,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i vot mə̑rə̑m mə̑ren kiä ,tamam ə̈štə̈šäš škeät ak pälə̈ .","И вот лежит песни поет, что делать, сама не знает.",NA,NA,šaš,,predicate,modal,V,necessity,external,,0,no (indir),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"VKA : kə̑ce väl kə̈čen nälšäš , da?.","Как выпросить, да?",NA,NA,šaš,,predicate,modal,V,necessity,external,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,Так ... eče mam šajə̑št pušaš ... .,"Так, что еще рассказать…",NA,NA,šaš,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"mam ti läškäm takeš kodə̑šaš , mam ti orenə̈m takeš kodə̑šaš .","Что эту лапшу зря оставлять, что пахту зря оставлять?",NA,NA,šaš,,predicate,modal,V,necessity,external,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,«ikänäštok kačkə̑n koltə̑šaš » - marə̑ maneš .,«Сразу все съесть» – говорит мужик.,NA,NA,šaš,,predicate,modal,V,necessity,external,intention,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous, mam popə̑šaš pakə̑la ?.,Что говорить дальше?,NA,NA,šaš,,predicate,modal,V,necessity,deontic,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," dažə̑ kə̑namžə̑ jori manat , kačte ə̈len anžə̑šaš molo vopš'e .","Даже иногда специально говоришь, без еды пожить попробовать.",NA,NA,šaš,,predicate,modal,V,necessity,external,intention,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous, ken tolšaš kuzə̑ktalaš .,Схожу-ка подниму-ка.,NA,NA,šaš,,predicate,modal,V,necessity,external,intention,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous," tumajet , ma väl , ma väl sirə̈šäš , mam väl sirə̈šäš , kon'ešnə̑ ik pr'im'er ulə̑ anzə̑lnet , sə̈nzä anzə̑lnet ","Думаешь, что бы, что бы написать, что бы написать, конечно, один пример есть перед тобой, перед глазами.",NA,NA,šaš,,predicate,modal,V,necessity,external,,0,yes,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a tə̈näm novə̑čebə̑ksarskə̑štə x'imkomb'inat strojalteš vele eče, šukə̑ edem keleš.","А тогда в Новочебоксарске химкомбинат только еще строился, много народу требовалось.",NA,NA,keläš,,predicate,non-modal,N,necessity,,,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a sämə̈rə̈k mükšvläm kuštaš, b'elok keleš","А чтобы растить молодых пчёл, нужен белок.",NA,NA,keläš,,predicate,non-modal,N,necessity,,,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"nu a tak marə̑ jə̈lmə̈ malan keleš
manšə kə̈zə̈t uke.","Ну а так нет таких, кто говорит, зачем марийский язык нужен.",NA,NA,keläš,,predicate,non-modal,N,necessity,,,0,no,no,no,,not counted,,
